User ID,Video ID,Content Type,Video Length,Total Video views,Total Watchtime,Mid role ads,Charges of Midrole Ads per 1000 views,Revenue Generated by the video,User's Share,Our Share,,
USR19743,VIDID-12-2025-36706,Educational,0:35:00,5593527,3262890:45:00,4, ? 200.00 ," ? 4,474,821.60 "," ? 3,356,116.20 "," ? 1,118,705.40 ",,
USR56878,VIDID-12-2025-12957,Entertainment,0:15:00,7497372,1874343:00:00,2, ? 350.00 ," ? 5,248,160.40 "," ? 3,936,120.30 "," ? 1,312,040.10 ",,
USR22165,VIDID-12-2025-41708,News,0:25:00,1305684,544035:00:00,3, ? 400.00 ," ? 1,566,820.80 "," ? 1,175,115.60 "," ? 391,705.20 ",,
USR97282,VIDID-12-2025-83165,Gaming,1:00:00,6939940,6939940:00:00,8, ? 100.00 ," ? 5,551,952.00 "," ? 4,163,964.00 "," ? 1,387,988.00 ",,
USR36807,VIDID-12-2025-3455,Gaming,1:00:00,3678867,3678867:00:00,8, ? 100.00 ," ? 2,943,093.60 "," ? 2,207,320.20 "," ? 735,773.40 ",,
USR99049,VIDID-12-2025-69361,News,0:25:00,9306342,3877642:30:00,3, ? 400.00 ," ? 11,167,610.40 "," ? 8,375,707.80 "," ? 2,791,902.60 ",,
USR1627,VIDID-12-2025-17764,Technology,0:12:00,4548120,909624:00:00,2, ? 500.00 ," ? 4,548,120.00 "," ? 3,411,090.00 "," ? 1,137,030.00 ",,
USR90254,VIDID-12-2025-87182,ASMR,0:20:00,7125895,2375298:20:00,3, ? 150.00 ," ? 3,206,652.75 "," ? 2,404,989.56 "," ? 801,663.19 ",,
USR68355,VIDID-12-2025-9925,Life Style,0:22:00,5131283,1881470:26:00,3, ? 250.00 ," ? 3,848,462.25 "," ? 2,886,346.69 "," ? 962,115.56 ",,
USR60447,VIDID-12-2025-87896,Educational,0:35:00,9440935,5507212:05:00,4, ? 200.00 ," ? 7,552,748.00 "," ? 5,664,561.00 "," ? 1,888,187.00 ",,
USR80190,VIDID-12-2025-10753,Cooking,0:10:00,5547669,924611:30:00,1, ? 300.00 ," ? 1,664,300.70 "," ? 1,248,225.53 "," ? 416,075.18 ",,
USR25611,VIDID-12-2025-37457,Life Style,0:22:00,7059341,2588425:02:00,3, ? 250.00 ," ? 5,294,505.75 "," ? 3,970,879.31 "," ? 1,323,626.44 ",,
USR7385,VIDID-12-2025-60022,Gaming,1:00:00,1275364,1275364:00:00,8, ? 100.00 ," ? 1,020,291.20 "," ? 765,218.40 "," ? 255,072.80 ",,
USR92687,VIDID-12-2025-4386,Life Style,0:22:00,1175354,430963:08:00,3, ? 250.00 ," ? 881,515.50 "," ? 661,136.63 "," ? 220,378.88 ",,
USR967,VIDID-12-2025-59543,Life Style,0:22:00,3876046,1421216:52:00,3, ? 250.00 ," ? 2,907,034.50 "," ? 2,180,275.88 "," ? 726,758.63 ",,
USR48681,VIDID-12-2025-24604,News,0:25:00,4146813,1727838:45:00,3, ? 400.00 ," ? 4,976,175.60 "," ? 3,732,131.70 "," ? 1,244,043.90 ",,
USR83965,VIDID-12-2025-40074,Life Style,0:22:00,6600232,2420085:04:00,3, ? 250.00 ," ? 4,950,174.00 "," ? 3,712,630.50 "," ? 1,237,543.50 ",,
USR98000,VIDID-12-2025-54632,Political,0:20:00,5742450,1914150:00:00,3, ? 50.00 ," ? 861,367.50 "," ? 646,025.63 "," ? 215,341.88 ",,
USR93492,VIDID-12-2025-39839,Entertainment,0:15:00,1370033,342508:15:00,2, ? 350.00 ," ? 959,023.10 "," ? 719,267.33 "," ? 239,755.78 ",,
USR70533,VIDID-12-2025-70693,Life Style,0:22:00,309920,113637:20:00,3, ? 250.00 ," ? 232,440.00 "," ? 174,330.00 "," ? 58,110.00 ",,
USR78143,VIDID-12-2025-93883,Life Style,0:22:00,6802775,2494350:50:00,3, ? 250.00 ," ? 5,102,081.25 "," ? 3,826,560.94 "," ? 1,275,520.31 ",,
USR1496,VIDID-12-2025-96358,Educational,0:35:00,859383,501306:45:00,4, ? 200.00 ," ? 687,506.40 "," ? 515,629.80 "," ? 171,876.60 ",,
USR52714,VIDID-12-2025-94246,Educational,0:35:00,9106682,5312231:10:00,4, ? 200.00 ," ? 7,285,345.60 "," ? 5,464,009.20 "," ? 1,821,336.40 ",,
USR18660,VIDID-12-2025-75385,News,0:25:00,655297,273040:25:00,3, ? 400.00 ," ? 786,356.40 "," ? 589,767.30 "," ? 196,589.10 ",,
USR85443,VIDID-12-2025-92469,Cooking,0:10:00,3417598,569599:40:00,1, ? 300.00 ," ? 1,025,279.40 "," ? 768,959.55 "," ? 256,319.85 ",,
USR37028,VIDID-12-2025-59551,Political,0:20:00,1625680,541893:20:00,3, ? 50.00 ," ? 243,852.00 "," ? 182,889.00 "," ? 60,963.00 ",,
USR98745,VIDID-12-2025-54253,Cooking,0:10:00,8580441,1430073:30:00,1, ? 300.00 ," ? 2,574,132.30 "," ? 1,930,599.23 "," ? 643,533.08 ",,
USR86077,VIDID-12-2025-49681,Political,0:20:00,2343896,781298:40:00,3, ? 50.00 ," ? 351,584.40 "," ? 263,688.30 "," ? 87,896.10 ",,
USR11039,VIDID-12-2025-52614,Technology,0:12:00,8288109,1657621:48:00,2, ? 500.00 ," ? 8,288,109.00 "," ? 6,216,081.75 "," ? 2,072,027.25 ",,
USR79363,VIDID-12-2025-83082,Political,0:20:00,2739893,913297:40:00,3, ? 50.00 ," ? 410,983.95 "," ? 308,237.96 "," ? 102,745.99 ",,
USR92172,VIDID-12-2025-38190,Life Style,0:22:00,4806707,1762459:14:00,3, ? 250.00 ," ? 3,605,030.25 "," ? 2,703,772.69 "," ? 901,257.56 ",,
USR43265,VIDID-12-2025-25226,Gaming,1:00:00,9211132,9211132:00:00,8, ? 100.00 ," ? 7,368,905.60 "," ? 5,526,679.20 "," ? 1,842,226.40 ",,
USR21837,VIDID-12-2025-45049,Gaming,1:00:00,2301211,2301211:00:00,8, ? 100.00 ," ? 1,840,968.80 "," ? 1,380,726.60 "," ? 460,242.20 ",,
USR46595,VIDID-12-2025-81334,Political,0:20:00,66820,22273:20:00,3, ? 50.00 ," ? 10,023.00 "," ? 7,517.25 "," ? 2,505.75 ",,
USR29291,VIDID-12-2025-37824,Entertainment,0:15:00,8789313,2197328:15:00,2, ? 350.00 ," ? 6,152,519.10 "," ? 4,614,389.33 "," ? 1,538,129.78 ",,
USR58048,VIDID-12-2025-78413,ASMR,0:20:00,2901090,967030:00:00,3, ? 150.00 ," ? 1,305,490.50 "," ? 979,117.88 "," ? 326,372.63 ",,
USR55196,VIDID-12-2025-12033,Gaming,1:00:00,3568380,3568380:00:00,8, ? 100.00 ," ? 2,854,704.00 "," ? 2,141,028.00 "," ? 713,676.00 ",,
USR22056,VIDID-12-2025-57036,ASMR,0:20:00,78019,26006:20:00,3, ? 150.00 ," ? 35,108.55 "," ? 26,331.41 "," ? 8,777.14 ",,
USR24057,VIDID-12-2025-11502,Gaming,1:00:00,8034577,8034577:00:00,8, ? 100.00 ," ? 6,427,661.60 "," ? 4,820,746.20 "," ? 1,606,915.40 ",,
USR5574,VIDID-12-2025-35315,Cooking,0:10:00,8236382,1372730:20:00,1, ? 300.00 ," ? 2,470,914.60 "," ? 1,853,185.95 "," ? 617,728.65 ",,
USR57344,VIDID-12-2025-65280,Cooking,0:10:00,248340,41390:00:00,1, ? 300.00 ," ? 74,502.00 "," ? 55,876.50 "," ? 18,625.50 ",,
USR35554,VIDID-12-2025-57892,Entertainment,0:15:00,7629973,1907493:15:00,2, ? 350.00 ," ? 5,340,981.10 "," ? 4,005,735.83 "," ? 1,335,245.28 ",,
USR43070,VIDID-12-2025-4473,Educational,0:35:00,8671619,5058444:25:00,4, ? 200.00 ," ? 6,937,295.20 "," ? 5,202,971.40 "," ? 1,734,323.80 ",,
USR15858,VIDID-12-2025-65201,ASMR,0:20:00,6689223,2229741:00:00,3, ? 150.00 ," ? 3,010,150.35 "," ? 2,257,612.76 "," ? 752,537.59 ",,
USR48301,VIDID-12-2025-94285,Gaming,1:00:00,6015881,6015881:00:00,8, ? 100.00 ," ? 4,812,704.80 "," ? 3,609,528.60 "," ? 1,203,176.20 ",,
USR86188,VIDID-12-2025-82320,Entertainment,0:15:00,343603,85900:45:00,2, ? 350.00 ," ? 240,522.10 "," ? 180,391.58 "," ? 60,130.53 ",,
USR19696,VIDID-12-2025-72199,ASMR,0:20:00,1867541,622513:40:00,3, ? 150.00 ," ? 840,393.45 "," ? 630,295.09 "," ? 210,098.36 ",,
USR60720,VIDID-12-2025-40710,Entertainment,0:15:00,5658945,1414736:15:00,2, ? 350.00 ," ? 3,961,261.50 "," ? 2,970,946.13 "," ? 990,315.38 ",,
USR32602,VIDID-12-2025-25352,Educational,0:35:00,2268041,1323023:55:00,4, ? 200.00 ," ? 1,814,432.80 "," ? 1,360,824.60 "," ? 453,608.20 ",,
USR39432,VIDID-12-2025-95467,Technology,0:12:00,377081,75416:12:00,2, ? 500.00 ," ? 377,081.00 "," ? 282,810.75 "," ? 94,270.25 ",,
USR21574,VIDID-12-2025-80924,Political,0:20:00,2565055,855018:20:00,3, ? 50.00 ," ? 384,758.25 "," ? 288,568.69 "," ? 96,189.56 ",,
USR48817,VIDID-12-2025-55263,ASMR,0:20:00,852527,284175:40:00,3, ? 150.00 ," ? 383,637.15 "," ? 287,727.86 "," ? 95,909.29 ",,
USR13254,VIDID-12-2025-2765,Educational,0:35:00,3360241,1960140:35:00,4, ? 200.00 ," ? 2,688,192.80 "," ? 2,016,144.60 "," ? 672,048.20 ",,
USR41836,VIDID-12-2025-66229,ASMR,0:20:00,39591,13197:00:00,3, ? 150.00 ," ? 17,815.95 "," ? 13,361.96 "," ? 4,453.99 ",,
USR89208,VIDID-12-2025-25924,Political,0:20:00,7282190,2427396:40:00,3, ? 50.00 ," ? 1,092,328.50 "," ? 819,246.38 "," ? 273,082.13 ",,
USR45579,VIDID-12-2025-80721,Gaming,1:00:00,5844422,5844422:00:00,8, ? 100.00 ," ? 4,675,537.60 "," ? 3,506,653.20 "," ? 1,168,884.40 ",,
USR19286,VIDID-12-2025-71975,Entertainment,0:15:00,6767718,1691929:30:00,2, ? 350.00 ," ? 4,737,402.60 "," ? 3,553,051.95 "," ? 1,184,350.65 ",,
USR16984,VIDID-12-2025-82438,Cooking,0:10:00,7585589,1264264:50:00,1, ? 300.00 ," ? 2,275,676.70 "," ? 1,706,757.53 "," ? 568,919.18 ",,
USR73902,VIDID-12-2025-54543,Gaming,1:00:00,7971238,7971238:00:00,8, ? 100.00 ," ? 6,376,990.40 "," ? 4,782,742.80 "," ? 1,594,247.60 ",,
USR24106,VIDID-12-2025-13056,News,0:25:00,6293385,2622243:45:00,3, ? 400.00 ," ? 7,552,062.00 "," ? 5,664,046.50 "," ? 1,888,015.50 ",,
USR72579,VIDID-12-2025-14280,Gaming,1:00:00,6126384,6126384:00:00,8, ? 100.00 ," ? 4,901,107.20 "," ? 3,675,830.40 "," ? 1,225,276.80 ",,
USR91490,VIDID-12-2025-98917,Political,0:20:00,2582053,860684:20:00,3, ? 50.00 ," ? 387,307.95 "," ? 290,480.96 "," ? 96,826.99 ",,
USR95629,VIDID-12-2025-5641,Cooking,0:10:00,480048,80008:00:00,1, ? 300.00 ," ? 144,014.40 "," ? 108,010.80 "," ? 36,003.60 ",,
USR19603,VIDID-12-2025-54458,Cooking,0:10:00,2484987,414164:30:00,1, ? 300.00 ," ? 745,496.10 "," ? 559,122.08 "," ? 186,374.03 ",,
USR42149,VIDID-12-2025-95233,News,0:25:00,7716157,3215065:25:00,3, ? 400.00 ," ? 9,259,388.40 "," ? 6,944,541.30 "," ? 2,314,847.10 ",,
USR6266,VIDID-12-2025-52097,Political,0:20:00,7484648,2494882:40:00,3, ? 50.00 ," ? 1,122,697.20 "," ? 842,022.90 "," ? 280,674.30 ",,
USR62356,VIDID-12-2025-46919,ASMR,0:20:00,2952089,984029:40:00,3, ? 150.00 ," ? 1,328,440.05 "," ? 996,330.04 "," ? 332,110.01 ",,
USR4731,VIDID-12-2025-69744,Technology,0:12:00,1885026,377005:12:00,2, ? 500.00 ," ? 1,885,026.00 "," ? 1,413,769.50 "," ? 471,256.50 ",,
USR40023,VIDID-12-2025-73817,Political,0:20:00,4363717,1454572:20:00,3, ? 50.00 ," ? 654,557.55 "," ? 490,918.16 "," ? 163,639.39 ",,
USR89338,VIDID-12-2025-1210,Cooking,0:10:00,8688006,1448001:00:00,1, ? 300.00 ," ? 2,606,401.80 "," ? 1,954,801.35 "," ? 651,600.45 ",,
USR75686,VIDID-12-2025-73999,Cooking,0:10:00,1984650,330775:00:00,1, ? 300.00 ," ? 595,395.00 "," ? 446,546.25 "," ? 148,848.75 ",,
USR64016,VIDID-12-2025-6482,Technology,0:12:00,8499358,1699871:36:00,2, ? 500.00 ," ? 8,499,358.00 "," ? 6,374,518.50 "," ? 2,124,839.50 ",,
USR37772,VIDID-12-2025-89276,Political,0:20:00,5057585,1685861:40:00,3, ? 50.00 ," ? 758,637.75 "," ? 568,978.31 "," ? 189,659.44 ",,
USR7796,VIDID-12-2025-31474,Life Style,0:22:00,365113,133874:46:00,3, ? 250.00 ," ? 273,834.75 "," ? 205,376.06 "," ? 68,458.69 ",,
USR30995,VIDID-12-2025-33007,Technology,0:12:00,1819007,363801:24:00,2, ? 500.00 ," ? 1,819,007.00 "," ? 1,364,255.25 "," ? 454,751.75 ",,
USR75378,VIDID-12-2025-61497,Life Style,0:22:00,2964944,1087146:08:00,3, ? 250.00 ," ? 2,223,708.00 "," ? 1,667,781.00 "," ? 555,927.00 ",,
USR31251,VIDID-12-2025-77317,Technology,0:12:00,7575490,1515098:00:00,2, ? 500.00 ," ? 7,575,490.00 "," ? 5,681,617.50 "," ? 1,893,872.50 ",,
USR65894,VIDID-12-2025-9187,Educational,0:35:00,5298132,3090577:00:00,4, ? 200.00 ," ? 4,238,505.60 "," ? 3,178,879.20 "," ? 1,059,626.40 ",,
USR66161,VIDID-12-2025-43549,News,0:25:00,4585542,1910642:30:00,3, ? 400.00 ," ? 5,502,650.40 "," ? 4,126,987.80 "," ? 1,375,662.60 ",,
USR7975,VIDID-12-2025-30176,Technology,0:12:00,3453027,690605:24:00,2, ? 500.00 ," ? 3,453,027.00 "," ? 2,589,770.25 "," ? 863,256.75 ",,
USR98450,VIDID-12-2025-55153,Educational,0:35:00,8919629,5203116:55:00,4, ? 200.00 ," ? 7,135,703.20 "," ? 5,351,777.40 "," ? 1,783,925.80 ",,
USR59114,VIDID-12-2025-56629,Political,0:20:00,7317464,2439154:40:00,3, ? 50.00 ," ? 1,097,619.60 "," ? 823,214.70 "," ? 274,404.90 ",,
USR46378,VIDID-12-2025-44395,Life Style,0:22:00,6152856,2256047:12:00,3, ? 250.00 ," ? 4,614,642.00 "," ? 3,460,981.50 "," ? 1,153,660.50 ",,
USR96216,VIDID-12-2025-66898,Political,0:20:00,4019360,1339786:40:00,3, ? 50.00 ," ? 602,904.00 "," ? 452,178.00 "," ? 150,726.00 ",,
USR33447,VIDID-12-2025-35378,News,0:25:00,1411202,588000:50:00,3, ? 400.00 ," ? 1,693,442.40 "," ? 1,270,081.80 "," ? 423,360.60 ",,
USR12902,VIDID-12-2025-7906,Life Style,0:22:00,6828410,2503750:20:00,3, ? 250.00 ," ? 5,121,307.50 "," ? 3,840,980.63 "," ? 1,280,326.88 ",,
USR19400,VIDID-12-2025-12895,Life Style,0:22:00,8700887,3190325:14:00,3, ? 250.00 ," ? 6,525,665.25 "," ? 4,894,248.94 "," ? 1,631,416.31 ",,
USR6644,VIDID-12-2025-38642,Educational,0:35:00,7123154,4155173:10:00,4, ? 200.00 ," ? 5,698,523.20 "," ? 4,273,892.40 "," ? 1,424,630.80 ",,
USR29696,VIDID-12-2025-21693,Technology,0:12:00,1268620,253724:00:00,2, ? 500.00 ," ? 1,268,620.00 "," ? 951,465.00 "," ? 317,155.00 ",,
USR96888,VIDID-12-2025-9923,Technology,0:12:00,685683,137136:36:00,2, ? 500.00 ," ? 685,683.00 "," ? 514,262.25 "," ? 171,420.75 ",,
USR85297,VIDID-12-2025-73915,Life Style,0:22:00,3936580,1443412:40:00,3, ? 250.00 ," ? 2,952,435.00 "," ? 2,214,326.25 "," ? 738,108.75 ",,
USR44502,VIDID-12-2025-55213,Technology,0:12:00,4998694,999738:48:00,2, ? 500.00 ," ? 4,998,694.00 "," ? 3,749,020.50 "," ? 1,249,673.50 ",,
USR75384,VIDID-12-2025-51337,Life Style,0:22:00,4023956,1475450:32:00,3, ? 250.00 ," ? 3,017,967.00 "," ? 2,263,475.25 "," ? 754,491.75 ",,
USR48987,VIDID-12-2025-69417,Entertainment,0:15:00,6970068,1742517:00:00,2, ? 350.00 ," ? 4,879,047.60 "," ? 3,659,285.70 "," ? 1,219,761.90 ",,
USR14276,VIDID-12-2025-21185,News,0:25:00,1775566,739819:10:00,3, ? 400.00 ," ? 2,130,679.20 "," ? 1,598,009.40 "," ? 532,669.80 ",,
USR5086,VIDID-12-2025-84973,Political,0:20:00,5888915,1962971:40:00,3, ? 50.00 ," ? 883,337.25 "," ? 662,502.94 "," ? 220,834.31 ",,
USR38225,VIDID-12-2025-10727,ASMR,0:20:00,4193876,1397958:40:00,3, ? 150.00 ," ? 1,887,244.20 "," ? 1,415,433.15 "," ? 471,811.05 ",,
USR92720,VIDID-12-2025-44575,News,0:25:00,5913075,2463781:15:00,3, ? 400.00 ," ? 7,095,690.00 "," ? 5,321,767.50 "," ? 1,773,922.50 ",,
USR66111,VIDID-12-2025-96425,News,0:25:00,4976835,2073681:15:00,3, ? 400.00 ," ? 5,972,202.00 "," ? 4,479,151.50 "," ? 1,493,050.50 ",,
USR21288,VIDID-12-2025-65446,News,0:25:00,1390062,579192:30:00,3, ? 400.00 ," ? 1,668,074.40 "," ? 1,251,055.80 "," ? 417,018.60 ",,
USR92081,VIDID-12-2025-83794,News,0:25:00,2705231,1127179:35:00,3, ? 400.00 ," ? 3,246,277.20 "," ? 2,434,707.90 "," ? 811,569.30 ",,
USR8670,VIDID-12-2025-59252,Technology,0:12:00,4803534,960706:48:00,2, ? 500.00 ," ? 4,803,534.00 "," ? 3,602,650.50 "," ? 1,200,883.50 ",,
USR57503,VIDID-12-2025-28487,Cooking,0:10:00,5173757,862292:50:00,1, ? 300.00 ," ? 1,552,127.10 "," ? 1,164,095.33 "," ? 388,031.78 ",,
USR41612,VIDID-12-2025-81425,Cooking,0:10:00,6405279,1067546:30:00,1, ? 300.00 ," ? 1,921,583.70 "," ? 1,441,187.78 "," ? 480,395.93 ",,
USR35156,VIDID-12-2025-86743,Cooking,0:10:00,4460195,743365:50:00,1, ? 300.00 ," ? 1,338,058.50 "," ? 1,003,543.88 "," ? 334,514.63 ",,
USR2156,VIDID-12-2025-41394,Political,0:20:00,3358925,1119641:40:00,3, ? 50.00 ," ? 503,838.75 "," ? 377,879.06 "," ? 125,959.69 ",,
USR49020,VIDID-12-2025-63217,Technology,0:12:00,3010352,602070:24:00,2, ? 500.00 ," ? 3,010,352.00 "," ? 2,257,764.00 "," ? 752,588.00 ",,
USR23872,VIDID-12-2025-7425,Educational,0:35:00,9761820,5694395:00:00,4, ? 200.00 ," ? 7,809,456.00 "," ? 5,857,092.00 "," ? 1,952,364.00 ",,
USR33854,VIDID-12-2025-41172,News,0:25:00,4699507,1958127:55:00,3, ? 400.00 ," ? 5,639,408.40 "," ? 4,229,556.30 "," ? 1,409,852.10 ",,
USR81066,VIDID-12-2025-66597,Cooking,0:10:00,8094916,1349152:40:00,1, ? 300.00 ," ? 2,428,474.80 "," ? 1,821,356.10 "," ? 607,118.70 ",,
USR52437,VIDID-12-2025-43980,Entertainment,0:15:00,5640679,1410169:45:00,2, ? 350.00 ," ? 3,948,475.30 "," ? 2,961,356.48 "," ? 987,118.83 ",,
USR68106,VIDID-12-2025-74825,Educational,0:35:00,2116101,1234392:15:00,4, ? 200.00 ," ? 1,692,880.80 "," ? 1,269,660.60 "," ? 423,220.20 ",,
USR88666,VIDID-12-2025-94848,Life Style,0:22:00,4077334,1495022:28:00,3, ? 250.00 ," ? 3,058,000.50 "," ? 2,293,500.38 "," ? 764,500.13 ",,
USR73563,VIDID-12-2025-37226,Entertainment,0:15:00,1488924,372231:00:00,2, ? 350.00 ," ? 1,042,246.80 "," ? 781,685.10 "," ? 260,561.70 ",,
USR51615,VIDID-12-2025-83636,Cooking,0:10:00,9510873,1585145:30:00,1, ? 300.00 ," ? 2,853,261.90 "," ? 2,139,946.43 "," ? 713,315.48 ",,
USR25347,VIDID-12-2025-24459,News,0:25:00,498604,207751:40:00,3, ? 400.00 ," ? 598,324.80 "," ? 448,743.60 "," ? 149,581.20 ",,
USR63972,VIDID-12-2025-51601,Cooking,0:10:00,2031202,338533:40:00,1, ? 300.00 ," ? 609,360.60 "," ? 457,020.45 "," ? 152,340.15 ",,
USR64864,VIDID-12-2025-10759,Educational,0:35:00,7713040,4499273:20:00,4, ? 200.00 ," ? 6,170,432.00 "," ? 4,627,824.00 "," ? 1,542,608.00 ",,
USR22179,VIDID-12-2025-77056,Gaming,1:00:00,6900720,6900720:00:00,8, ? 100.00 ," ? 5,520,576.00 "," ? 4,140,432.00 "," ? 1,380,144.00 ",,
USR54307,VIDID-12-2025-10043,Educational,0:35:00,2508105,1463061:15:00,4, ? 200.00 ," ? 2,006,484.00 "," ? 1,504,863.00 "," ? 501,621.00 ",,
USR58818,VIDID-12-2025-94669,Entertainment,0:15:00,2230076,557519:00:00,2, ? 350.00 ," ? 1,561,053.20 "," ? 1,170,789.90 "," ? 390,263.30 ",,
USR26674,VIDID-12-2025-34047,Political,0:20:00,6283715,2094571:40:00,3, ? 50.00 ," ? 942,557.25 "," ? 706,917.94 "," ? 235,639.31 ",,
USR15986,VIDID-12-2025-63296,Gaming,1:00:00,4771017,4771017:00:00,8, ? 100.00 ," ? 3,816,813.60 "," ? 2,862,610.20 "," ? 954,203.40 ",,
USR973,VIDID-12-2025-60434,Cooking,0:10:00,3967780,661296:40:00,1, ? 300.00 ," ? 1,190,334.00 "," ? 892,750.50 "," ? 297,583.50 ",,
USR12208,VIDID-12-2025-75576,Entertainment,0:15:00,4130997,1032749:15:00,2, ? 350.00 ," ? 2,891,697.90 "," ? 2,168,773.43 "," ? 722,924.48 ",,
USR93219,VIDID-12-2025-45577,Gaming,1:00:00,7488380,7488380:00:00,8, ? 100.00 ," ? 5,990,704.00 "," ? 4,493,028.00 "," ? 1,497,676.00 ",,
USR38520,VIDID-12-2025-60445,Gaming,1:00:00,3041941,3041941:00:00,8, ? 100.00 ," ? 2,433,552.80 "," ? 1,825,164.60 "," ? 608,388.20 ",,
USR42352,VIDID-12-2025-15871,Technology,0:12:00,6287049,1257409:48:00,2, ? 500.00 ," ? 6,287,049.00 "," ? 4,715,286.75 "," ? 1,571,762.25 ",,
USR36466,VIDID-12-2025-77203,News,0:25:00,8403552,3501480:00:00,3, ? 400.00 ," ? 10,084,262.40 "," ? 7,563,196.80 "," ? 2,521,065.60 ",,
USR39016,VIDID-12-2025-90679,Entertainment,0:15:00,1116588,279147:00:00,2, ? 350.00 ," ? 781,611.60 "," ? 586,208.70 "," ? 195,402.90 ",,
USR46650,VIDID-12-2025-9373,News,0:25:00,2664128,1110053:20:00,3, ? 400.00 ," ? 3,196,953.60 "," ? 2,397,715.20 "," ? 799,238.40 ",,
USR22658,VIDID-12-2025-84484,Political,0:20:00,6307145,2102381:40:00,3, ? 50.00 ," ? 946,071.75 "," ? 709,553.81 "," ? 236,517.94 ",,
USR12373,VIDID-12-2025-21972,Political,0:20:00,2985311,995103:40:00,3, ? 50.00 ," ? 447,796.65 "," ? 335,847.49 "," ? 111,949.16 ",,
USR96406,VIDID-12-2025-9699,Cooking,0:10:00,1092574,182095:40:00,1, ? 300.00 ," ? 327,772.20 "," ? 245,829.15 "," ? 81,943.05 ",,
USR53281,VIDID-12-2025-23380,Educational,0:35:00,5923198,3455198:50:00,4, ? 200.00 ," ? 4,738,558.40 "," ? 3,553,918.80 "," ? 1,184,639.60 ",,
USR72790,VIDID-12-2025-7198,Educational,0:35:00,850837,496321:35:00,4, ? 200.00 ," ? 680,669.60 "," ? 510,502.20 "," ? 170,167.40 ",,
USR83565,VIDID-12-2025-40972,Technology,0:12:00,8333827,1666765:24:00,2, ? 500.00 ," ? 8,333,827.00 "," ? 6,250,370.25 "," ? 2,083,456.75 ",,
USR45048,VIDID-12-2025-74915,Entertainment,0:15:00,9926453,2481613:15:00,2, ? 350.00 ," ? 6,948,517.10 "," ? 5,211,387.83 "," ? 1,737,129.28 ",,
USR35667,VIDID-12-2025-39670,News,0:25:00,8417413,3507255:25:00,3, ? 400.00 ," ? 10,100,895.60 "," ? 7,575,671.70 "," ? 2,525,223.90 ",,
USR47402,VIDID-12-2025-819,Cooking,0:10:00,2282884,380480:40:00,1, ? 300.00 ," ? 684,865.20 "," ? 513,648.90 "," ? 171,216.30 ",,
USR78632,VIDID-12-2025-17570,Educational,0:35:00,9982862,5823336:10:00,4, ? 200.00 ," ? 7,986,289.60 "," ? 5,989,717.20 "," ? 1,996,572.40 ",,
USR19591,VIDID-12-2025-31698,News,0:25:00,805399,335582:55:00,3, ? 400.00 ," ? 966,478.80 "," ? 724,859.10 "," ? 241,619.70 ",,
USR35734,VIDID-12-2025-81172,Entertainment,0:15:00,3720621,930155:15:00,2, ? 350.00 ," ? 2,604,434.70 "," ? 1,953,326.03 "," ? 651,108.68 ",,
USR26552,VIDID-12-2025-92664,Life Style,0:22:00,4938058,1810621:16:00,3, ? 250.00 ," ? 3,703,543.50 "," ? 2,777,657.63 "," ? 925,885.88 ",,
USR16615,VIDID-12-2025-26630,Technology,0:12:00,3186499,637299:48:00,2, ? 500.00 ," ? 3,186,499.00 "," ? 2,389,874.25 "," ? 796,624.75 ",,
USR99651,VIDID-12-2025-16802,ASMR,0:20:00,5747212,1915737:20:00,3, ? 150.00 ," ? 2,586,245.40 "," ? 1,939,684.05 "," ? 646,561.35 ",,
USR77257,VIDID-12-2025-91005,Cooking,0:10:00,4603560,767260:00:00,1, ? 300.00 ," ? 1,381,068.00 "," ? 1,035,801.00 "," ? 345,267.00 ",,
USR48141,VIDID-12-2025-64812,ASMR,0:20:00,6642248,2214082:40:00,3, ? 150.00 ," ? 2,989,011.60 "," ? 2,241,758.70 "," ? 747,252.90 ",,
USR48710,VIDID-12-2025-18042,Educational,0:35:00,8002108,4667896:20:00,4, ? 200.00 ," ? 6,401,686.40 "," ? 4,801,264.80 "," ? 1,600,421.60 ",,
USR16078,VIDID-12-2025-77871,Cooking,0:10:00,7228916,1204819:20:00,1, ? 300.00 ," ? 2,168,674.80 "," ? 1,626,506.10 "," ? 542,168.70 ",,
USR8480,VIDID-12-2025-58897,Entertainment,0:15:00,5969437,1492359:15:00,2, ? 350.00 ," ? 4,178,605.90 "," ? 3,133,954.43 "," ? 1,044,651.48 ",,
USR5075,VIDID-12-2025-82261,Cooking,0:10:00,2802601,467100:10:00,1, ? 300.00 ," ? 840,780.30 "," ? 630,585.23 "," ? 210,195.08 ",,
USR82219,VIDID-12-2025-10318,News,0:25:00,7651917,3188298:45:00,3, ? 400.00 ," ? 9,182,300.40 "," ? 6,886,725.30 "," ? 2,295,575.10 ",,
USR43845,VIDID-12-2025-28435,Political,0:20:00,9669571,3223190:20:00,3, ? 50.00 ," ? 1,450,435.65 "," ? 1,087,826.74 "," ? 362,608.91 ",,
USR53858,VIDID-12-2025-71001,Technology,0:12:00,4595251,919050:12:00,2, ? 500.00 ," ? 4,595,251.00 "," ? 3,446,438.25 "," ? 1,148,812.75 ",,
