User ID,Video ID,Upload Date,Content Type,Video Length,Total Views,Total Watchtime,Likes,Dislikes
USR37641,VIDID-12-2025-92649,28-12-2025,Educational,0:35:00,4239555,2473073:45:00,429513,331368
USR4098,VIDID-12-2025-94323,30-12-2025,News,0:25:00,6495466,2706444:10:00,540507,803812
USR8450,VIDID-12-2025-6747,18-12-2025,Cooking,0:10:00,8329419,1388236:30:00,173816,759294
USR35911,VIDID-12-2025-28256,08-12-2025,ASMR,0:20:00,2344063,781354:20:00,682346,544709
USR5770,VIDID-12-2025-28407,05-12-2025,Life Style,0:22:00,7122290,2611506:20:00,894314,712615
USR75347,VIDID-12-2025-97589,13-12-2025,Entertainment,0:15:00,4328912,1082228:00:00,628704,145518
USR87390,VIDID-12-2025-48210,01-12-2025,Entertainment,0:15:00,3172267,793066:45:00,102329,873292
USR82758,VIDID-12-2025-70647,22-12-2025,ASMR,0:20:00,4412542,1470847:20:00,301899,356007
USR45898,VIDID-12-2025-44459,10-12-2025,Gaming,1:00:00,5538601,5538601:00:00,412650,379047
USR45256,VIDID-12-2025-12849,04-12-2025,Educational,0:35:00,6413856,3741416:00:00,723724,145993
USR78708,VIDID-12-2025-87723,08-12-2025,Cooking,0:10:00,7615459,1269243:10:00,497938,352093
USR7102,VIDID-12-2025-39766,27-12-2025,Technology,0:12:00,8717508,1743501:36:00,449802,871128
USR376,VIDID-12-2025-96110,26-12-2025,ASMR,0:20:00,5242302,1747434:00:00,587452,877803
USR68948,VIDID-12-2025-72503,06-12-2025,Entertainment,0:15:00,7332687,1833171:45:00,153101,477400
USR24314,VIDID-12-2025-46392,27-12-2025,Political,0:20:00,387176,129058:40:00,999469,123487
USR41240,VIDID-12-2025-39655,08-12-2025,Technology,0:12:00,3006435,601287:00:00,751623,654724
USR13952,VIDID-12-2025-2226,16-12-2025,Political,0:20:00,9382663,3127554:20:00,787876,907278
USR24814,VIDID-12-2025-84368,10-12-2025,Gaming,1:00:00,3756367,3756367:00:00,454869,107050
USR13809,VIDID-12-2025-10767,12-12-2025,Life Style,0:22:00,4538496,1664115:12:00,510692,295622
USR38495,VIDID-12-2025-63279,05-12-2025,Entertainment,0:15:00,8075096,2018774:00:00,767020,462815
USR76926,VIDID-12-2025-1855,10-12-2025,Cooking,0:10:00,2632583,438763:50:00,940549,165996
USR42202,VIDID-12-2025-45157,27-12-2025,News,0:25:00,4908183,2045076:15:00,623191,32925
USR99208,VIDID-12-2025-45320,26-12-2025,Technology,0:12:00,3746192,749238:24:00,218980,965680
USR71324,VIDID-12-2025-21048,19-12-2025,Political,0:20:00,8197615,2732538:20:00,868144,144847
USR22312,VIDID-12-2025-55730,27-12-2025,Political,0:20:00,8951166,2983722:00:00,64104,631974
USR36093,VIDID-12-2025-11881,29-12-2025,News,0:25:00,6708188,2795078:20:00,568104,326199
USR39358,VIDID-12-2025-59368,06-12-2025,Political,0:20:00,3726527,1242175:40:00,956855,543588
USR92047,VIDID-12-2025-90609,04-12-2025,Political,0:20:00,9633774,3211258:00:00,9937,658643
USR41255,VIDID-12-2025-54757,14-12-2025,Gaming,1:00:00,3218645,3218645:00:00,611030,532476
USR54575,VIDID-12-2025-47749,01-12-2025,Gaming,1:00:00,5393761,5393761:00:00,732987,64924
USR83943,VIDID-12-2025-16164,18-12-2025,Political,0:20:00,4624365,1541455:00:00,253075,621873
USR86485,VIDID-12-2025-63657,23-12-2025,News,0:25:00,6258043,2607517:55:00,262464,270340
USR10692,VIDID-12-2025-73671,22-12-2025,Gaming,1:00:00,5370597,5370597:00:00,704838,161931
USR23240,VIDID-12-2025-46710,06-12-2025,Gaming,1:00:00,2939490,2939490:00:00,180939,691108
USR85899,VIDID-12-2025-92565,15-12-2025,Life Style,0:22:00,5110609,1873889:58:00,475905,178381
USR74406,VIDID-12-2025-93633,15-12-2025,Gaming,1:00:00,3312521,3312521:00:00,730105,872392
USR85178,VIDID-12-2025-33003,03-12-2025,News,0:25:00,9558333,3982638:45:00,360242,248079
USR48607,VIDID-12-2025-49974,07-12-2025,Educational,0:35:00,9320989,5437243:35:00,289698,21883
USR86738,VIDID-12-2025-493,02-12-2025,Political,0:20:00,4422843,1474281:00:00,324821,91475
USR26833,VIDID-12-2025-92937,25-12-2025,ASMR,0:20:00,6653802,2217934:00:00,706901,500258
USR59985,VIDID-12-2025-55314,01-12-2025,ASMR,0:20:00,8391732,2797244:00:00,516422,995184
USR59198,VIDID-12-2025-48964,21-12-2025,News,0:25:00,6041150,2517145:50:00,578924,308556
USR56192,VIDID-12-2025-47735,05-12-2025,Gaming,1:00:00,6993273,6993273:00:00,593949,961986
USR33199,VIDID-12-2025-43973,05-12-2025,Cooking,0:10:00,2149464,358244:00:00,396132,198861
USR92611,VIDID-12-2025-62123,30-12-2025,Gaming,1:00:00,9972786,9972786:00:00,19182,159581
USR88751,VIDID-12-2025-14001,18-12-2025,Cooking,0:10:00,4079035,679839:10:00,215996,832750
USR25608,VIDID-12-2025-64820,21-12-2025,Life Style,0:22:00,8760656,3212240:32:00,981306,178543
USR85061,VIDID-12-2025-70277,23-12-2025,News,0:25:00,7293410,3038920:50:00,277453,824162
USR52946,VIDID-12-2025-4227,04-12-2025,Entertainment,0:15:00,6594007,1648501:45:00,49805,774749
USR29980,VIDID-12-2025-93706,21-12-2025,ASMR,0:20:00,1365104,455034:40:00,718882,302400
USR64046,VIDID-12-2025-66141,10-12-2025,Technology,0:12:00,225298,45059:36:00,248521,353308
USR51262,VIDID-12-2025-2210,15-12-2025,News,0:25:00,1413771,589071:15:00,630460,635390
USR54011,VIDID-12-2025-61903,05-12-2025,Entertainment,0:15:00,4187953,1046988:15:00,306583,256653
USR5362,VIDID-12-2025-72655,07-12-2025,Political,0:20:00,7674978,2558326:00:00,102525,616558
USR63686,VIDID-12-2025-90581,14-12-2025,Cooking,0:10:00,7576461,1262743:30:00,3583,601361
USR18488,VIDID-12-2025-32112,30-12-2025,Cooking,0:10:00,9501816,1583636:00:00,443428,617114
USR35026,VIDID-12-2025-77561,23-12-2025,Entertainment,0:15:00,9248504,2312126:00:00,773424,257805
USR37933,VIDID-12-2025-75757,10-12-2025,ASMR,0:20:00,1505305,501768:20:00,201442,711586
USR19425,VIDID-12-2025-62088,06-12-2025,Gaming,1:00:00,6363999,6363999:00:00,423069,873201
USR12362,VIDID-12-2025-39084,08-12-2025,ASMR,0:20:00,9316874,3105624:40:00,400702,304846
USR56305,VIDID-12-2025-46327,24-12-2025,Educational,0:35:00,5392803,3145801:45:00,701804,705228
USR65937,VIDID-12-2025-34479,03-12-2025,Cooking,0:10:00,6253209,1042201:30:00,642895,678288
USR39735,VIDID-12-2025-68086,16-12-2025,Technology,0:12:00,5525233,1105046:36:00,388452,530471
USR88175,VIDID-12-2025-58743,25-12-2025,Technology,0:12:00,5859174,1171834:48:00,960087,33300
USR57863,VIDID-12-2025-22946,13-12-2025,ASMR,0:20:00,6218337,2072779:00:00,130819,309009
USR59529,VIDID-12-2025-92137,20-12-2025,Educational,0:35:00,8732219,5093794:25:00,87152,245060
USR67694,VIDID-12-2025-46014,11-12-2025,Educational,0:35:00,2958532,1725810:20:00,732053,186776
USR47140,VIDID-12-2025-31598,14-12-2025,Entertainment,0:15:00,2705773,676443:15:00,848892,536438
USR99794,VIDID-12-2025-64258,04-12-2025,Political,0:20:00,9989288,3329762:40:00,890449,544807
USR78902,VIDID-12-2025-24345,10-12-2025,Technology,0:12:00,3506541,701308:12:00,421150,460892
USR70615,VIDID-12-2025-55958,29-12-2025,News,0:25:00,7691227,3204677:55:00,523645,782042
USR98974,VIDID-12-2025-70208,22-12-2025,Gaming,1:00:00,3843288,3843288:00:00,552062,281539
USR3031,VIDID-12-2025-47963,26-12-2025,ASMR,0:20:00,4910143,1636714:20:00,494596,855589
USR93816,VIDID-12-2025-59789,03-12-2025,News,0:25:00,1713216,713840:00:00,900593,964514
USR93319,VIDID-12-2025-68341,05-12-2025,Technology,0:12:00,3641894,728378:48:00,444647,270809
USR43623,VIDID-12-2025-93260,21-12-2025,Technology,0:12:00,3042879,608575:48:00,928885,416007
USR66989,VIDID-12-2025-81025,14-12-2025,Gaming,1:00:00,2534909,2534909:00:00,44121,667038
USR34158,VIDID-12-2025-67223,29-12-2025,Educational,0:35:00,956038,557688:50:00,817231,807410
USR91292,VIDID-12-2025-40623,07-12-2025,Entertainment,0:15:00,9030365,2257591:15:00,785666,926460
USR16268,VIDID-12-2025-90321,14-12-2025,ASMR,0:20:00,3448324,1149441:20:00,974121,73970
USR47937,VIDID-12-2025-21090,11-12-2025,Entertainment,0:15:00,1091331,272832:45:00,868020,978175
USR41025,VIDID-12-2025-23356,31-12-2025,Gaming,1:00:00,719556,719556:00:00,641695,169081
USR44570,VIDID-12-2025-8801,23-12-2025,Technology,0:12:00,4363166,872633:12:00,144485,440054
USR13288,VIDID-12-2025-87817,24-12-2025,Life Style,0:22:00,202376,74204:32:00,235889,819494
USR95137,VIDID-12-2025-37397,03-12-2025,Educational,0:35:00,4452616,2597359:20:00,132850,502060
USR81839,VIDID-12-2025-22204,21-12-2025,Life Style,0:22:00,2856279,1047302:18:00,609291,126587
USR34953,VIDID-12-2025-45558,22-12-2025,ASMR,0:20:00,9865449,3288483:00:00,599121,391603
USR38856,VIDID-12-2025-50784,07-12-2025,Political,0:20:00,513084,171028:00:00,237099,887938
USR65940,VIDID-12-2025-30725,17-12-2025,Educational,0:35:00,9069426,5290498:30:00,738313,833261
USR22280,VIDID-12-2025-32459,15-12-2025,Technology,0:12:00,5654803,1130960:36:00,503012,86809
USR96188,VIDID-12-2025-20599,04-12-2025,Technology,0:12:00,763098,152619:36:00,327640,440846
USR24870,VIDID-12-2025-13271,16-12-2025,Gaming,1:00:00,9451919,9451919:00:00,581328,384258
USR40144,VIDID-12-2025-55444,21-12-2025,Life Style,0:22:00,8726029,3199543:58:00,427284,564834
USR22467,VIDID-12-2025-18061,29-12-2025,News,0:25:00,9414890,3922870:50:00,60253,202325
USR19360,VIDID-12-2025-63121,07-12-2025,Life Style,0:22:00,9102918,3337736:36:00,804989,264345
USR11163,VIDID-12-2025-90411,24-12-2025,Entertainment,0:15:00,3120790,780197:30:00,638784,629035
USR34662,VIDID-12-2025-87587,27-12-2025,Entertainment,0:15:00,9216646,2304161:30:00,927959,878885
USR46464,VIDID-12-2025-62816,18-12-2025,Technology,0:12:00,2411953,482390:36:00,991595,589812
USR36051,VIDID-12-2025-93412,10-12-2025,Gaming,1:00:00,4511215,4511215:00:00,275485,618028
USR28939,VIDID-12-2025-96501,17-12-2025,News,0:25:00,6978063,2907526:15:00,823780,752355
USR31077,VIDID-12-2025-97356,03-12-2025,Life Style,0:22:00,2373603,870321:06:00,229243,75573
USR45079,VIDID-12-2025-46186,23-12-2025,Gaming,1:00:00,5275501,5275501:00:00,720162,861470
USR50400,VIDID-12-2025-54369,02-12-2025,Cooking,0:10:00,9367215,1561202:30:00,794049,721558
USR7510,VIDID-12-2025-99849,22-12-2025,Gaming,1:00:00,4505186,4505186:00:00,578200,592957
USR30355,VIDID-12-2025-32108,26-12-2025,Political,0:20:00,3619582,1206527:20:00,961249,841687
USR34425,VIDID-12-2025-54067,21-12-2025,Technology,0:12:00,2727698,545539:36:00,531501,816026
USR18309,VIDID-12-2025-56407,08-12-2025,News,0:25:00,4709764,1962401:40:00,471060,525656
USR60575,VIDID-12-2025-83545,18-12-2025,Political,0:20:00,4749106,1583035:20:00,732977,666665
USR58016,VIDID-12-2025-45899,18-12-2025,Political,0:20:00,1879505,626501:40:00,377659,277293
USR17412,VIDID-12-2025-78157,07-12-2025,Life Style,0:22:00,4451641,1632268:22:00,870692,592130
USR78844,VIDID-12-2025-30439,28-12-2025,Entertainment,0:15:00,6131847,1532961:45:00,780411,641266
USR21875,VIDID-12-2025-63718,08-12-2025,Cooking,0:10:00,9109555,1518259:10:00,864486,538898
USR15296,VIDID-12-2025-33175,17-12-2025,Technology,0:12:00,7663905,1532781:00:00,596416,55648
USR76142,VIDID-12-2025-99511,06-12-2025,Entertainment,0:15:00,4923162,1230790:30:00,387788,534479
USR95999,VIDID-12-2025-82966,23-12-2025,News,0:25:00,2442384,1017660:00:00,789374,621370
USR89530,VIDID-12-2025-39757,29-12-2025,Entertainment,0:15:00,846307,211576:45:00,949046,34408
USR12390,VIDID-12-2025-30900,21-12-2025,Educational,0:35:00,5383503,3140376:45:00,678813,732456
USR19609,VIDID-12-2025-3621,23-12-2025,Life Style,0:22:00,6399809,2346596:38:00,447207,888795
USR67551,VIDID-12-2025-58765,03-12-2025,Political,0:20:00,9533161,3177720:20:00,56099,578082
USR81058,VIDID-12-2025-93583,13-12-2025,ASMR,0:20:00,7177703,2392567:40:00,270833,851504
USR9110,VIDID-12-2025-63242,12-12-2025,Entertainment,0:15:00,4603751,1150937:45:00,447229,698819
USR99233,VIDID-12-2025-60082,12-12-2025,Gaming,1:00:00,8903297,8903297:00:00,796136,506902
USR58363,VIDID-12-2025-56148,28-12-2025,News,0:25:00,2938501,1224375:25:00,655955,29672
USR4038,VIDID-12-2025-64487,12-12-2025,Political,0:20:00,4192283,1397427:40:00,380583,84461
USR98356,VIDID-12-2025-97910,15-12-2025,Life Style,0:22:00,7168069,2628291:58:00,170613,951434
USR76512,VIDID-12-2025-23332,13-12-2025,Gaming,1:00:00,3679156,3679156:00:00,173580,265717
USR40112,VIDID-12-2025-63518,01-12-2025,Life Style,0:22:00,6739312,2471081:04:00,33649,931116
USR61364,VIDID-12-2025-51636,04-12-2025,Political,0:20:00,8441393,2813797:40:00,464128,446272
USR32022,VIDID-12-2025-82200,08-12-2025,Entertainment,0:15:00,6847636,1711909:00:00,123748,726670
USR27756,VIDID-12-2025-98052,26-12-2025,Entertainment,0:15:00,4945139,1236284:45:00,136924,14472
USR24393,VIDID-12-2025-71674,16-12-2025,Cooking,0:10:00,7207253,1201208:50:00,697189,532232
USR22277,VIDID-12-2025-38328,11-12-2025,Cooking,0:10:00,6141596,1023599:20:00,299614,151924
USR45919,VIDID-12-2025-54062,23-12-2025,News,0:25:00,7728611,3220254:35:00,343072,20525
USR56431,VIDID-12-2025-89440,15-12-2025,Cooking,0:10:00,6568264,1094710:40:00,620884,815528
USR3267,VIDID-12-2025-29530,04-12-2025,Cooking,0:10:00,8911125,1485187:30:00,938898,262350
USR91999,VIDID-12-2025-98398,19-12-2025,Cooking,0:10:00,2186262,364377:00:00,679219,98194
USR8675,VIDID-12-2025-23059,30-12-2025,Entertainment,0:15:00,8796852,2199213:00:00,599178,6742
USR61266,VIDID-12-2025-74014,19-12-2025,Educational,0:35:00,7524068,4389039:40:00,458853,278573
USR94210,VIDID-12-2025-86457,31-12-2025,Technology,0:12:00,1328327,265665:24:00,829085,995000
USR64132,VIDID-12-2025-39459,14-12-2025,Life Style,0:22:00,8532617,3128626:14:00,897821,413997
USR52528,VIDID-12-2025-33159,12-12-2025,Life Style,0:22:00,1107938,406243:56:00,626592,108720
USR79568,VIDID-12-2025-94321,24-12-2025,Entertainment,0:15:00,7655645,1913911:15:00,352368,181233
USR69378,VIDID-12-2025-94848,04-12-2025,Life Style,0:22:00,9189802,3369594:04:00,653647,908404
USR57041,VIDID-12-2025-83045,17-12-2025,Entertainment,0:15:00,3366191,841547:45:00,534448,262200
USR73819,VIDID-12-2025-81049,05-12-2025,Educational,0:35:00,3528510,2058297:30:00,735389,317817
USR53380,VIDID-12-2025-42508,12-12-2025,Gaming,1:00:00,4564299,4564299:00:00,323720,246803
USR64859,VIDID-12-2025-18847,02-12-2025,Entertainment,0:15:00,4833066,1208266:30:00,682403,276338
USR15140,VIDID-12-2025-73163,27-12-2025,Cooking,0:10:00,6297343,1049557:10:00,460254,846177
USR18447,VIDID-12-2025-49738,10-12-2025,Cooking,0:10:00,1945691,324281:50:00,484403,457181
USR19602,VIDID-12-2025-98737,18-12-2025,Technology,0:12:00,7319634,1463926:48:00,667210,29373
USR58626,VIDID-12-2025-36528,28-12-2025,Technology,0:12:00,4335916,867183:12:00,306043,344167
USR73589,VIDID-12-2025-60332,20-12-2025,Educational,0:35:00,5508525,3213306:15:00,39757,84671
USR98023,VIDID-12-2025-60081,30-12-2025,Life Style,0:22:00,1235105,452871:50:00,160632,278199
USR59478,VIDID-12-2025-41726,03-12-2025,Political,0:20:00,3474203,1158067:40:00,67977,783524
USR45793,VIDID-12-2025-45336,05-12-2025,Educational,0:35:00,469296,273756:00:00,208454,910079
USR865,VIDID-12-2025-36769,21-12-2025,News,0:25:00,6497935,2707472:55:00,875108,838382
USR57663,VIDID-12-2025-31522,05-12-2025,Life Style,0:22:00,514254,188559:48:00,973029,362211
USR29036,VIDID-12-2025-19442,17-12-2025,Entertainment,0:15:00,5623853,1405963:15:00,778439,421945
USR56509,VIDID-12-2025-2979,07-12-2025,Life Style,0:22:00,7447360,2730698:40:00,305876,997722
USR64518,VIDID-12-2025-20176,10-12-2025,ASMR,0:20:00,8058616,2686205:20:00,227202,883744
USR53572,VIDID-12-2025-76299,12-12-2025,ASMR,0:20:00,3603698,1201232:40:00,833317,799543
USR73536,VIDID-12-2025-42870,12-12-2025,Educational,0:35:00,2375700,1385825:00:00,344956,592176
USR72084,VIDID-12-2025-62682,23-12-2025,Political,0:20:00,8073828,2691276:00:00,124718,823973
USR49739,VIDID-12-2025-97444,31-12-2025,Technology,0:12:00,4844171,968834:12:00,840818,164388
USR77024,VIDID-12-2025-49165,15-12-2025,Technology,0:12:00,5547228,1109445:36:00,117377,836323
USR92060,VIDID-12-2025-97383,09-12-2025,News,0:25:00,3107067,1294611:15:00,512295,658176
USR88698,VIDID-12-2025-19471,03-12-2025,Gaming,1:00:00,6218752,6218752:00:00,713707,559730
USR45872,VIDID-12-2025-37074,12-12-2025,Political,0:20:00,2581565,860521:40:00,268074,179049
USR59729,VIDID-12-2025-27961,06-12-2025,ASMR,0:20:00,2813200,937733:20:00,204765,653758
USR18360,VIDID-12-2025-47054,20-12-2025,News,0:25:00,29213,12172:05:00,1883,24642
USR33400,VIDID-12-2025-16163,17-12-2025,News,0:25:00,4425845,1844102:05:00,351444,450235
USR2141,VIDID-12-2025-2634,24-12-2025,Educational,0:35:00,7921468,4620856:20:00,452994,85392
USR71192,VIDID-12-2025-9115,19-12-2025,ASMR,0:20:00,4934775,1644925:00:00,186364,33791
USR69888,VIDID-12-2025-87356,28-12-2025,Entertainment,0:15:00,6238586,1559646:30:00,502727,142937
USR75605,VIDID-12-2025-47957,18-12-2025,Technology,0:12:00,5156192,1031238:24:00,803038,36021
USR38606,VIDID-12-2025-16282,08-12-2025,Educational,0:35:00,1224124,714072:20:00,725024,756380
USR52981,VIDID-12-2025-28867,03-12-2025,Gaming,1:00:00,2607855,2607855:00:00,593647,656991
USR3872,VIDID-12-2025-14736,22-12-2025,News,0:25:00,4177601,1740667:05:00,810586,363432
USR42325,VIDID-12-2025-81635,05-12-2025,Educational,0:35:00,9782353,5706372:35:00,689759,467623
USR33318,VIDID-12-2025-57405,12-12-2025,Cooking,0:10:00,8093327,1348887:50:00,909357,266192
USR60947,VIDID-12-2025-24400,29-12-2025,Technology,0:12:00,9092418,1818483:36:00,912806,824021
USR73283,VIDID-12-2025-58001,04-12-2025,Gaming,1:00:00,6458390,6458390:00:00,944093,845220
USR18211,VIDID-12-2025-92536,01-12-2025,Cooking,0:10:00,9916266,1652711:00:00,839021,878918
USR85826,VIDID-12-2025-46798,21-12-2025,Technology,0:12:00,6485006,1297001:12:00,90281,939463
USR81976,VIDID-12-2025-74445,12-12-2025,Technology,0:12:00,4931304,986260:48:00,588886,624144
USR59326,VIDID-12-2025-50293,08-12-2025,News,0:25:00,546274,227614:10:00,954106,233631
USR39993,VIDID-12-2025-98094,11-12-2025,Life Style,0:22:00,4809809,1763596:38:00,622516,874401
USR27169,VIDID-12-2025-52390,14-12-2025,Educational,0:35:00,1354813,790307:35:00,229344,653268
USR37707,VIDID-12-2025-66761,06-12-2025,News,0:25:00,5687429,2369762:05:00,165125,802712
USR96803,VIDID-12-2025-25204,05-12-2025,Life Style,0:22:00,2055683,753750:26:00,936324,655459
USR10979,VIDID-12-2025-83121,23-12-2025,ASMR,0:20:00,5913072,1971024:00:00,51065,6412
USR89548,VIDID-12-2025-441,16-12-2025,Cooking,0:10:00,1520724,253454:00:00,716817,958250
USR9527,VIDID-12-2025-74004,21-12-2025,Technology,0:12:00,6149955,1229991:00:00,606353,844123
USR15920,VIDID-12-2025-94856,12-12-2025,Gaming,1:00:00,6474267,6474267:00:00,213146,192172
USR94978,VIDID-12-2025-95334,15-12-2025,Political,0:20:00,9963589,3321196:20:00,187015,226255
USR11945,VIDID-12-2025-33977,09-12-2025,Technology,0:12:00,7080091,1416018:12:00,874657,333241
USR17824,VIDID-12-2025-91234,28-12-2025,ASMR,0:20:00,5734089,1911363:00:00,116789,473818
USR28123,VIDID-12-2025-67907,20-12-2025,Technology,0:12:00,2836792,567358:24:00,225497,790040
USR10073,VIDID-12-2025-45933,28-12-2025,Entertainment,0:15:00,9351419,2337854:45:00,551884,288832
USR24240,VIDID-12-2025-93890,02-12-2025,Life Style,0:22:00,6822848,2501710:56:00,753335,507870
USR17165,VIDID-12-2025-54164,08-12-2025,ASMR,0:20:00,5161952,1720650:40:00,115491,554159
USR63595,VIDID-12-2025-43114,17-12-2025,Cooking,0:10:00,6562680,1093780:00:00,123947,699851
USR92807,VIDID-12-2025-68826,07-12-2025,News,0:25:00,3791318,1579715:50:00,142101,780583
USR44947,VIDID-12-2025-58266,12-12-2025,Life Style,0:22:00,7982137,2926783:34:00,825611,494947
USR92944,VIDID-12-2025-61459,21-12-2025,Educational,0:35:00,9903950,5777304:10:00,631354,961461
USR34891,VIDID-12-2025-78092,22-12-2025,Educational,0:35:00,2850030,1662517:30:00,436542,398809
USR90156,VIDID-12-2025-52523,26-12-2025,Entertainment,0:15:00,9369077,2342269:15:00,383015,99851
USR24776,VIDID-12-2025-37609,07-12-2025,Entertainment,0:15:00,3452838,863209:30:00,741273,367313
USR55695,VIDID-12-2025-86368,01-12-2025,Political,0:20:00,1447599,482533:00:00,305508,635222
USR34749,VIDID-12-2025-75343,19-12-2025,Life Style,0:22:00,2604065,954823:50:00,860357,298436
USR27808,VIDID-12-2025-79315,30-12-2025,Life Style,0:22:00,5971481,2189543:02:00,13892,528815
USR82396,VIDID-12-2025-63632,18-12-2025,Technology,0:12:00,8440079,1688015:48:00,483277,245495
USR2970,VIDID-12-2025-90146,14-12-2025,Life Style,0:22:00,4872487,1786578:34:00,24797,168595
USR71617,VIDID-12-2025-24350,22-12-2025,Gaming,1:00:00,4135376,4135376:00:00,701915,456537
USR81257,VIDID-12-2025-73822,19-12-2025,News,0:25:00,4177706,1740710:50:00,709591,966948
USR68777,VIDID-12-2025-19863,19-12-2025,Entertainment,0:15:00,3803068,950767:00:00,989406,83539
USR4551,VIDID-12-2025-28691,27-12-2025,Technology,0:12:00,7651647,1530329:24:00,166945,161394
USR84884,VIDID-12-2025-92008,12-12-2025,Entertainment,0:15:00,6979212,1744803:00:00,160068,469243
USR20528,VIDID-12-2025-90777,24-12-2025,Technology,0:12:00,9794208,1958841:36:00,462275,811420
USR67423,VIDID-12-2025-42966,04-12-2025,Educational,0:35:00,7246761,4227277:15:00,525767,207908
USR60884,VIDID-12-2025-3033,24-12-2025,Gaming,1:00:00,5885384,5885384:00:00,598468,458473
USR49456,VIDID-12-2025-12825,15-12-2025,Life Style,0:22:00,4126701,1513123:42:00,759672,206792
USR41469,VIDID-12-2025-39530,05-12-2025,Entertainment,0:15:00,6544916,1636229:00:00,393634,987996
USR39434,VIDID-12-2025-31452,18-12-2025,Gaming,1:00:00,988544,988544:00:00,100561,397552
USR14693,VIDID-12-2025-17021,26-12-2025,ASMR,0:20:00,6483980,2161326:40:00,775396,894600
USR43424,VIDID-12-2025-41830,19-12-2025,ASMR,0:20:00,8544847,2848282:20:00,636320,937583
USR58994,VIDID-12-2025-85282,31-12-2025,Cooking,0:10:00,4016739,669456:30:00,77511,182105
USR32238,VIDID-12-2025-43934,03-12-2025,Political,0:20:00,9163996,3054665:20:00,204274,80779
USR45238,VIDID-12-2025-75705,22-12-2025,News,0:25:00,6611352,2754730:00:00,504115,932879
USR48051,VIDID-12-2025-71977,01-12-2025,Cooking,0:10:00,2309178,384863:00:00,620702,387947
USR40088,VIDID-12-2025-86212,02-12-2025,Cooking,0:10:00,1153660,192276:40:00,139806,718695
USR98518,VIDID-12-2025-94177,19-12-2025,Political,0:20:00,7670388,2556796:00:00,831733,467887
USR45577,VIDID-12-2025-31817,11-12-2025,News,0:25:00,8214245,3422602:05:00,846676,800869
USR38405,VIDID-12-2025-57524,23-12-2025,Entertainment,0:15:00,5809330,1452332:30:00,716109,170876
USR69024,VIDID-12-2025-88761,18-12-2025,Cooking,0:10:00,4802461,800410:10:00,98846,186063
USR32883,VIDID-12-2025-57275,08-12-2025,ASMR,0:20:00,5146958,1715652:40:00,222561,203950
USR39105,VIDID-12-2025-36041,03-12-2025,ASMR,0:20:00,2316260,772086:40:00,726620,885845
USR49435,VIDID-12-2025-35462,27-12-2025,Life Style,0:22:00,7504172,2751529:44:00,873445,647065
USR49367,VIDID-12-2025-40096,18-12-2025,Cooking,0:10:00,2378489,396414:50:00,649536,326391
USR1725,VIDID-12-2025-56357,11-12-2025,Political,0:20:00,638777,212925:40:00,72262,76595
USR97986,VIDID-12-2025-30567,25-12-2025,Educational,0:35:00,7709786,4497375:10:00,303237,691442
USR38611,VIDID-12-2025-30296,21-12-2025,Gaming,1:00:00,7771068,7771068:00:00,372992,72785
USR3265,VIDID-12-2025-94914,04-12-2025,Political,0:20:00,7411792,2470597:20:00,588697,773482
USR11880,VIDID-12-2025-29905,01-12-2025,News,0:25:00,6675533,2781472:05:00,209478,952622
USR51691,VIDID-12-2025-17036,27-12-2025,Technology,0:12:00,3032921,606584:12:00,933914,567045
USR44982,VIDID-12-2025-4312,08-12-2025,Entertainment,0:15:00,736275,184068:45:00,365604,603605
USR87737,VIDID-12-2025-97219,23-12-2025,Educational,0:35:00,4820263,2811820:05:00,90238,897045
USR99623,VIDID-12-2025-60435,05-12-2025,Political,0:20:00,4023727,1341242:20:00,35012,355681
USR87013,VIDID-12-2025-53584,30-12-2025,ASMR,0:20:00,6100868,2033622:40:00,815413,30967
USR30488,VIDID-12-2025-62918,13-12-2025,Technology,0:12:00,8380727,1676145:24:00,210994,514899
USR72917,VIDID-12-2025-40576,26-12-2025,ASMR,0:20:00,4620898,1540299:20:00,302521,272470
USR74476,VIDID-12-2025-53706,06-12-2025,Educational,0:35:00,9110342,5314366:10:00,262030,745049
USR36721,VIDID-12-2025-9384,17-12-2025,Political,0:20:00,8612192,2870730:40:00,390750,806140
USR98376,VIDID-12-2025-22656,25-12-2025,Life Style,0:22:00,8660563,3175539:46:00,495873,336999
USR87099,VIDID-12-2025-50617,15-12-2025,Life Style,0:22:00,2445506,896685:32:00,731414,62822
USR62244,VIDID-12-2025-79036,01-12-2025,Entertainment,0:15:00,8613043,2153260:45:00,200390,21358
USR57896,VIDID-12-2025-78504,23-12-2025,ASMR,0:20:00,7413860,2471286:40:00,390120,893377
USR11959,VIDID-12-2025-70778,14-12-2025,Life Style,0:22:00,2014946,738813:32:00,70417,790312
USR72422,VIDID-12-2025-33019,10-12-2025,Educational,0:35:00,7189358,4193792:10:00,330176,101739
USR34979,VIDID-12-2025-7114,27-12-2025,Gaming,1:00:00,6522455,6522455:00:00,430924,780498
USR45889,VIDID-12-2025-19456,19-12-2025,ASMR,0:20:00,4772284,1590761:20:00,499170,198228
USR50490,VIDID-12-2025-85149,07-12-2025,Life Style,0:22:00,3294330,1207921:00:00,358678,542780
USR48251,VIDID-12-2025-38486,16-12-2025,Cooking,0:10:00,7778361,1296393:30:00,496106,70960
